"Record ID","Intake Date","Intake Channel","Business Category","Complaint Code","Business Unique ID","Business Name","Result Date","Result","Referred To","Contract Cancelled Amount","Refund Amount","Building Nbr","Street1","Unit Type","Apt/Suite","City","Postcode","Borough"
"071612-2025-CMPL","08/21/2025","Online","Home Improvement Contractor","Other - Z01","BA-1744574-2025","MARSTAN DEVELOPMENT CORP.","10/09/2025","No Satisfactory Agreement - NSA",,,,"492","MADISON ST",,,"BROOKLYN","11221","Brooklyn"
"071538-2025-CMPL","08/21/2025","Online","Other","Non-Delivery of Goods - N01","BA-1744445-2025","Forever Friends Pet Cremation United LLC","10/18/2025","Requested Information Not Provided",,,,"863","E 18TH ST",,,"BROOKLYN","11230","Brooklyn"
"071592-2025-CMPL","08/21/2025","Online","Hotel","Overcharge","BA-1731273-2025","Parker57 LLC","10/17/2025","Requested Information Not Provided",,,,,"119 W 56TH St",,,"New York","10019","Manhattan"
"071529-2025-CMPL","08/21/2025","Online","Other","Exchange/Refund/Return","BA-1681889-2023","BLACKLANE NORTH AMERICA INC","10/22/2025","Requested Information Not Provided",,,,"111","TOWN SQUARE PL","STE","1203","JERSEY CITY","07310",
"071552-2025-CMPL","08/21/2025","Online","Internet Complaints","Exchange/Refund/Return","BA-1744467-2025","Miu Miu New York","10/17/2025","Requested Information Not Provided",,,,,"11 E 57TH St",,,"New York","10022","Manhattan"
"071564-2025-CMPL","08/21/2025","Online","Other",,"BA-1744487-2025","Mayas Snack Bar","09/17/2025","Referred","Other",,,"5311","5TH AVE",,,"BROOKLYN","11220","Brooklyn"
"071547-2025-CMPL","08/21/2025","311","Misc Non-Food Retail","Non-Delivery of Goods - N01","BA-1744458-2025","Change Iwear Optical","09/21/2025","Requested Information Not Provided",,,,"1755","CROSBY AVE",,,"BRONX","10461","Bronx"
"071539-2025-CMPL","08/21/2025","311","Restaurant","Receipt Incomplete/Inaccurate/Not Given","BA-1744446-2025","2 Bros Pizza","09/21/2025","Requested Information Not Provided",,,,"542","9TH AVE",,,"NEW YORK","10018","Manhattan"
"071588-2025-CMPL","08/21/2025","311","Storage Warehouse","Billing Dispute - B02","BA-1744537-2025","Cube Smart","09/21/2025","Requested Information Not Provided",,,,"25","REMSEN AVE",,,"BROOKLYN","11212","Brooklyn"
"071585-2025-CMPL","08/21/2025","311","Home Improvement Contractor","Quality of Work - Q01","BA-1744525-2025","N/A","09/21/2025","Requested Information Not Provided",,,,"22330","65TH AVE","#","A","OAKLAND GARDENS","11364","Queens"
"071558-2025-CMPL","08/21/2025","311","Misc Non-Food Retail","Door Open with Air Conditioning On","BA-1744476-2025","The Ellery","08/22/2025","No Jurisdiction",,,,"311","W 43RD ST",,,"NEW YORK","10036","Manhattan"
"071590-2025-CMPL","08/21/2025","311","Stoop Line Stand","Sidewalk Blocked","BA-1712867-2024","CHANG JIANG DEPARTMENT STORE INC.","08/26/2025","Complaint Review Complete",,,,"4033","MAIN ST",,,"FLUSHING","11354","Queens"
"071606-2025-CMPL","08/21/2025","311","Retail Laundry","Broken Machines","BA-1744565-2025","ELITE LAUNDROMAT INC.","08/22/2025","Insufficient Info Received",,,,"17317","JAMAICA AVE",,,"JAMAICA","11432","Queens"
"071528-2025-CMPL","08/21/2025","311","Restaurant","Price Not Posted; Required Signage Not Posted","BA-1744434-2025","CAFE GUSTO II","08/21/2025","Complaint Review Complete",,,,"111","WORTH ST",,,"NEW YORK","10013","Manhattan"
"071534-2025-CMPL","08/21/2025","311","Retail Laundry","Cashless Business","BA-1744441-2025","3050 MP PARKING INC","08/21/2025","Referred","Other",,,"3050","CORLEAR AVE",,,"BRONX","10463","Bronx"
"071608-2025-CMPL","08/21/2025","311","Specialized Vending License - MFV","Price Gouging","BA-1744569-2025","ABO halaal food","08/22/2025","Insufficient Info Received",,,,,"CENTRAL PARK",,,"NEW YORK","10000","Manhattan"
"071587-2025-CMPL","08/21/2025","Email/Fax","Travel Agency",,"BA-1744536-2025","Trip Mate Inc","08/21/2025","Referred","Other",,,"880","SW 145TH AVE",,,"PEMBROKE PINES","33027",
"071600-2025-CMPL","08/21/2025","Email/Fax","Home Improvement Contractor",,"BA-1744558-2025","Onpoint Construction & Development","08/21/2025","Referred","Westchester County Consumer Affairs",,,"578","NEPPERHAN AVE",,,"YONKERS","10701",
"071560-2025-CMPL","08/21/2025","311","Salons And Barbershop","Air Conditioning Law","BA-1744478-2025","Velvet nail spa","08/22/2025","Referred","Other",,,,"185 BRICKTOWN WAY",,"Nailsalon","STATEN ISLAND","10309",
"071559-2025-CMPL","08/21/2025","Email/Fax","Other",,,,"08/21/2025","Complaint Review Complete",,,,,,,,,,
"071595-2025-CMPL","08/21/2025","311","Specialized Vending License - MFV","Sidewalk Blocked","BA-1744553-2025","n/a","08/22/2025","Referred","NYC Department of Sanitation",,,,"134 STREET",,,,"11418","Queens"
"071537-2025-CMPL","08/21/2025","311","Other","Other - Z01","BA-1744444-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","08/21/2025","No Jurisdiction",,,,"633","3RD AVE",,,"NEW YORK","10017","Manhattan"
"071613-2025-CMPL","08/21/2025","311","Tow Truck Company","Sidewalk Blocked","BA-1744575-2025","Clutch Towing","08/22/2025","Referred","NYC Police Department",,,"504","REMSEN AVE",,,"BROOKLYN","11236","Brooklyn"
"071594-2025-CMPL","08/21/2025","311","Misc Non-Food Retail","Door Open with Air Conditioning On","BA-1744552-2025","Vital Climbing Gym","08/22/2025","Complaint Review Complete",,,,"221","N 14TH ST",,,"BROOKLYN","11249","Brooklyn"
"071557-2025-CMPL","08/21/2025","311","Restaurant","Price Gouging","BA-1744475-2025","semame","08/25/2025","Referred","NYS Office of the Attorney General",,,,"13 AVENUE",,,,"11219","Brooklyn"
"071580-2025-CMPL","08/21/2025","Email/Fax","Other",,,,"08/21/2025","Referred","NYS Public Service Commission",,,,,,,,,
"071540-2025-CMPL","08/21/2025","311","Other","E-Scooter Sold or Leased Without Safety Certification","BA-1744447-2025","SCOOTER","08/22/2025","Referred","NYC Department of Transportation",,,"371","UNION AVE",,,"BROOKLYN","11211","Brooklyn"
"071593-2025-CMPL","08/21/2025","311","Specialized Vending License - MFV","License or Complaint Sign Not Displayed","BA-1744548-2025","N/a","08/22/2025","Referred","NYC Department of Sanitation",,,"670","PELHAM PKWY S",,,"BRONX","10462",
"071605-2025-CMPL","08/21/2025","311","Salons And Barbershop","Advertising/Misleading - A02","BA-1744563-2025","Christie & Co Salon & Spa","08/22/2025","Referred","NYS Department of State",,,"2364","BELL BLVD",,,"BAYSIDE","11360","Queens"
"071567-2025-CMPL","08/21/2025","311","Grocery-Retail","Overcharge; Price Not Posted","BA-1741969-2025","MIDTOWN WEST GOURMET INC.","08/25/2025","Complaint Review Complete",,,,,"740 10TH Ave",,,"New York","10019","Manhattan"
"071572-2025-CMPL","08/21/2025","311","Supermarket","Non-Delivery of Goods - N01","BA-1744503-2025","Trader Joe's","08/22/2025","Referred","NYC Department of Buildings",,,"123","W 125TH ST",,,"NEW YORK","10027","Manhattan"
"071586-2025-CMPL","08/21/2025","311","Other","Non-Delivery of Goods - N01","BA-1744526-2025","Fed-Ex","08/22/2025","Referred","Other",,,"6","BARCLAY ST",,,"NEW YORK","10007","Manhattan"
"071570-2025-CMPL","08/21/2025","311","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed","BA-1744498-2025","Sehrant Empire Collective Team","08/22/2025","Complaint Review Complete",,,,"372","W BROADWAY",,,"NEW YORK","10012","Manhattan"
"071563-2025-CMPL","08/21/2025","311","Specialized Vending License - MFV","Unlicensed","BA-1744483-2025","Con Edision","08/22/2025","Referred","NYC Department of Sanitation",,,"223","NEVINS STREET",,,"BROOKLYN","11217","Brooklyn"
"071530-2025-CMPL","08/21/2025","311","Other","Sidewalk Blocked","BA-1744435-2025","NY AC company","08/21/2025","Referred","NYC Department of Transportation",,,"7045","83RD ST",,,"GLENDALE","11385","Queens"
"071601-2025-CMPL","08/21/2025","Email/Fax","Other",,"BA-1744559-2025","Mizrahi Orthodontics","08/21/2025","Referred","NYS Department of Education: Office of Professional Discipline",,,"372","AVENUE U",,,"BROOKLYN","11223","Brooklyn"
"071553-2025-CMPL","08/21/2025","311","Other","Non-Delivery of Goods - N01","BA-1744468-2025","Amazon app","08/22/2025","Referred","Other",,,"14426","VILLAGE RD","APT","66GA","JAMAICA","11435","Queens"
"071578-2025-CMPL","08/21/2025","311","Supermarket","Non-Delivery of Goods - N01","BA-1744517-2025","FOOD UNIVERSE","08/22/2025","Referred","NYC Department of Health & Mental Hygiene",,,"1982","86TH ST",,,"BROOKLYN","11214","Brooklyn"
"071573-2025-CMPL","08/21/2025","311","Tenant Screening","Non-Delivery of Service - N02","BA-1744504-2025","agent name monjurul   haque","08/22/2025","Referred","NYS Department of State",,,"9407","3RD AVE",,,"BROOKLYN","11209","Brooklyn"
"071607-2025-CMPL","08/21/2025","311","Misc Non-Food Retail","Advertising/Misleading - A02","BA-1744568-2025","JALEN MANAGEMENT","08/22/2025","Complaint Review Complete",,,,"2626","HOMECREST AVE",,,"BROOKLYN","11235","Brooklyn"
"071577-2025-CMPL","08/21/2025","311","Pawnbroker","Overcharge","BA-1744513-2025","WECASHGOLD INC","08/22/2025","Insufficient Info Received",,,,"431","NEW LOTS AVE",,,"BROOKLYN","11207","Brooklyn"
"071535-2025-CMPL","08/21/2025","311","Specialized Vending License - MFV","Price Not Posted; Cashless Business","BA-1736603-2025","MOBILE FOOD VENDOR","08/25/2025","Complaint Review Complete",,,,,"WASHINGTON STREET",,,"BROOKLYN","11201","Brooklyn"
"071565-2025-CMPL","08/21/2025","311","Tow Truck Company","Lost/Stolen/Damaged Property","BA-1744491-2025","DOT","08/22/2025","Referred","Other",,,"2151","WALTON AVE",,,"BRONX","10453","Bronx"
"071556-2025-CMPL","08/21/2025","311","Landlord or Real Estate Agent","Broker Fee Listed","BA-1744474-2025","Apartment/House","08/22/2025","Complaint Review Complete",,,,"16227","76TH AVE",,,"FRESH MEADOWS","11366",
"071566-2025-CMPL","08/21/2025","311","Specialized Vending License - MFV","Damaged Goods - D01","BA-1744605-2025","JCK NY CLEANERS INC.","08/22/2025","Referred","NYC Department of Sanitation",,,"240","MADISON AVE",,,"NEW YORK","10016","Manhattan"
"071555-2025-CMPL","08/21/2025","Online","Landlord or Real Estate Agent","Broker Fee Listed","BA-1734222-2025","Highline Residential LLC","09/17/2025","Complaint Review Complete",,,,"2540","SHORE BLVD",,,"ASTORIA","11102","Queens"
"071571-2025-CMPL","08/21/2025","Email/Fax","Secondhand Dealer - Auto",,"BA-1744499-2025","ACG Motor Group LLC","09/20/2025","Requested Information Not Provided",,,,"55","STEWART ST",,,"BROOKLYN","11207","Brooklyn"
"071532-2025-CMPL","08/21/2025","Online","Appliances","Defective Goods - D02","BA-1684873-2024","Best Buy","09/29/2025","Resolved and Consumer Satisfied - SPF",,,,"6135","JUNCTION BLVD",,,"REGO PARK","11374","Queens"
"071542-2025-CMPL","08/21/2025","311","Secondhand Dealer - Auto","Contract Terms Misleading or Not Disclosed","BA-1744449-2025","Riverdale PRICE DODGE","09/21/2025","Requested Information Not Provided",,,,"5869","BROADWAY",,,"BRONX","10463","Bronx"
"071561-2025-CMPL","08/21/2025","311","Secondhand Dealer - Auto","Billing Dispute - B02","BA-1744480-2025","CITY WORLD MOTORS, L.L.C.","09/21/2025","Requested Information Not Provided",,,,"3333","BOSTON RD",,,"BRONX","10469","Bronx"
"071604-2025-CMPL","08/21/2025","Online","Supermarket","Defective Goods - D02; Exchange/Refund/Return","BA-1446142-2022","Portokali Gourmet Market","09/17/2025","Duplicate Complaint - DUP",,,,"1509","SHEEPSHEAD BAY RD",,,"BROOKLYN","11235","Brooklyn"
"071603-2025-CMPL","08/21/2025","Online","Supermarket","Defective Goods - D02","BA-1446142-2022","Portokali Gourmet Market","09/30/2025","Credit Card Refund and/or Contract Cancelled - CRC",,,"$7","1509","SHEEPSHEAD BAY RD",,,"BROOKLYN","11235","Brooklyn"
"071536-2025-CMPL","08/21/2025","Online","Electronic Cigarette Dealer","Flavored Tobacco","BA-1106176-2022","3RD AVE FOOD CORP. I","09/19/2025","Complaint Review Complete",,,,"325","3 AVENUE",,,"NEW YORK","10010","Manhattan"
"071599-2025-CMPL","08/21/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1744557-2025","Day N Night Towing","09/21/2025","Requested Information Not Provided",,,,"21525","99TH AVE",,,"QUEENS VILLAGE","11429","Queens"
"071576-2025-CMPL","08/21/2025","Online","Other","Other - Z01","BA-1744512-2025","City of New York","09/17/2025","Referred","Other",,,"60","CENTRE ST",,,"NEW YORK","10007","Manhattan"
"071541-2025-CMPL","08/21/2025","311","Home Improvement Contractor","Quality of Work - Q01","BA-1744448-2025","Yafe Meod Corp","09/21/2025","Requested Information Not Provided",,,,"7510","150TH ST","APT","3C","FLUSHING","11367","Queens"
"071548-2025-CMPL","08/21/2025","311","Storage Warehouse","Billing Dispute - B02","BA-1744461-2025","Public Storage","09/21/2025","Requested Information Not Provided",,,,"1250","ROCKAWAY AVE",,,"BROOKLYN","11236","Brooklyn"
"071574-2025-CMPL","08/21/2025","Online","Other","Other - Z01","BA-1744510-2025","M&M AUTO GLASS & ELECTRONICS INC.","09/17/2025","Referred","NYS Department of Motor Vehicles",,,,"730 Coney Island Ave",,,"Brooklyn","11218","Brooklyn"
"071549-2025-CMPL","08/21/2025","311","Supermarket","Overcharge","BA-1744462-2025","Norion Supermaker","09/21/2025","Requested Information Not Provided",,,,"3410","UNION ST",,,"FLUSHING","11354","Queens"
"071609-2025-CMPL","08/21/2025","311","Auto Rental","Receipt Incomplete/Inaccurate/Not Given","BA-1744570-2025","ALLY PAYMENT PROCESSING CENTER","09/10/2025","Referred","NYS Office of the Attorney General",,,"621","AMBOY ST","APT","2R","BROOKLYN","11212","Brooklyn"
"071544-2025-CMPL","08/21/2025","311","Electronic & Home Appliance Service Dealer","Damaged Goods - D01","BA-1744453-2025","PC RICHARDS","09/21/2025","Requested Information Not Provided",,,,"579","GATEWAY DR",,,"BROOKLYN","11239","Brooklyn"
"071562-2025-CMPL","08/21/2025","311","Hotel","Billing Dispute - B02","BA-1730797-2025","233 WEST 125TH STREET DANFORTH, LLC","09/21/2025","Requested Information Not Provided",,,,"233","W 125TH ST",,,"NEW YORK","10027","Manhattan"
"071591-2025-CMPL","08/21/2025","311","Wearing Apparel","Exchange/Refund/Return","BA-1744545-2025","9 to 5","09/21/2025","Requested Information Not Provided",,,,"90","W 96TH ST",,,"NEW YORK","10025","Manhattan"
"071589-2025-CMPL","08/21/2025","Hardcopy","Home Improvement Contractor","Non-Delivery of Service - N02; Other - Z01","BA-1744541-2025","Tait Enterprises LLC","09/20/2025","Requested Information Not Provided",,,,"8190","MAIN ST",,,"HUNTER","12442",
"071579-2025-CMPL","08/21/2025","311","Misc Non-Food Retail","Non-Delivery of Goods - N01","BA-1744518-2025","origen cargo express","09/21/2025","Requested Information Not Provided",,,,"1981","HUGHES AVE",,,"BRONX","10457","Bronx"
"071583-2025-CMPL","08/21/2025","311","Home Improvement Contractor","Non-Delivery of Goods - N01","BA-1744523-2025","N/A","09/21/2025","Requested Information Not Provided",,,,"22330","65TH AVE","#","A","OAKLAND GARDENS","11364","Queens"
"071598-2025-CMPL","08/21/2025","311","Home Improvement Contractor","Non-Delivery of Goods - N01","BA-1744556-2025","Granite Demoliton","09/21/2025","Requested Information Not Provided",,,,"745","SHEFFIELD AVE",,,"BROOKLYN","11207",
"071441-2025-CMPL","08/20/2025","Online","Sightseeing Bus","Exchange/Refund/Return","BA-1738601-2025","TopView","10/18/2025","Requested Information Not Provided",,,,"2E","EAST 42 STREET",,,"NEW YORK","10017","Manhattan"
"071454-2025-CMPL","08/20/2025","Online","Debt Collection Agency",,"BA-1744311-2025","Mount Sinai Doctors Faculty Practice","10/18/2025","Requested Information Not Provided",,,,,,,,"NEW YORK","10087","Manhattan"
"071501-2025-CMPL","08/20/2025","Online","Employment Agency","Exchange/Refund/Return","BA-1744400-2025","NEXT HIRE SERVICES INC.","10/18/2025","Requested Information Not Provided",,,,,"325 W 38TH St Rm 1505",,,"New York","10018",
"071503-2025-CMPL","08/20/2025","Online","Hotel","Unauthorized charges","BA-1744401-2025","85 W Broadway Propco LLC","10/18/2025","Requested Information Not Provided",,,,,"85 W Brdwy",,,"New York","10007",
"071524-2025-CMPL","08/20/2025","Online","Other","Lost/Stolen/Damaged Property","BA-1166861-2022","DOOR TO DOOR PHARMACY","10/18/2025","Requested Information Not Provided",,,,"259","TROY AVENUE",,,"BROOKLYN","11213","Brooklyn"
"071455-2025-CMPL","08/20/2025","Online","Internet Complaints","Exchange/Refund/Return","BA-1678637-2023","Amazon.Com.Ca, Inc.","10/23/2025","Requested Information Not Provided",,,,"410","TERRY AVE N",,,"SEATTLE","98109",
"071434-2025-CMPL","08/20/2025","Online","Internet Complaints","Exchange/Refund/Return","BA-1744284-2025","Amazon Fresh Pickup - Bronx","10/15/2025","Requested Information Not Provided",,,,"1080","LEGGETT AVE",,,"BRONX","10474","Bronx"
"071525-2025-CMPL","08/20/2025","311","Tow Truck Company","Overcharge","BA-1739171-2025","Authorized Towing Corp","10/10/2025","No Business Response - NVR",,,,"39","DOSCHER ST",,,"BROOKLYN","11208","Brooklyn"
"071432-2025-CMPL","08/20/2025","Online","Tow Truck Company","Unauthorized tow","BA-1719199-2025","Carriage House Collision","10/26/2025","Complaint Review Complete",,,,"1516","OUTLOOK AVE",,,"BRONX","10465",
"071438-2025-CMPL","08/20/2025","Online","Hotel","Exchange/Refund/Return","BA-1744288-2025","319 West 48Th St Realty Corporation","10/15/2025","Requested Information Not Provided",,,,,"319 W 48TH St Frnt 1",,,"New York","10036",
"071421-2025-CMPL","08/20/2025","Online","Secondhand Dealer - Auto","Other - Z01","BA-1120813-2022","26 MOTORS CORP","09/15/2025","Referred","Court System",,,"3981","BOSTON RD",,,"BRONX","10466","Bronx"
"071500-2025-CMPL","08/20/2025","311","Secondhand Dealer - Auto","Exchange/Refund/Return","BA-1744399-2025","NORTH STORE KIA","09/20/2025","Requested Information Not Provided",,,,"4605","NORTHERN BLVD",,,"LONG ISLAND CITY","11101","Queens"
"071488-2025-CMPL","08/20/2025","Email/Fax","Hotel","Exchange/Refund/Return","BA-1741633-2025","New Yorker Hotel by Lotte Hotels","09/19/2025","Requested Information Not Provided",,,,"481","8TH AVE",,,"NEW YORK","10001","Manhattan"
"071515-2025-CMPL","08/20/2025","Online","Restaurant","Advertising/Misleading - A02","BA-1744416-2025","Shah’s Halal Food","09/18/2025","Referred","NYC Department of Health & Mental Hygiene",,,"446","GRAND ST",,,"NEW YORK","10002","Manhattan"
"071466-2025-CMPL","08/20/2025","Email/Fax","Ticket Seller Business",,"BA-1744338-2025","TICKPICK, LLC","09/19/2025","Requested Information Not Provided",,,,"225","W 34TH ST",,"1708","NEW YORK","10122","Manhattan"
"071475-2025-CMPL","08/20/2025","311","Grocery-Retail","Overcharge","BA-1744490-2025","ROMA AVENUE ASSOCIATES, INC.","09/20/2025","Requested Information Not Provided",,,,"185","ROMA AVE",,,"STATEN ISLAND","10306","Staten Island"
"071467-2025-CMPL","08/20/2025","311","Tow Truck Company","Overcharge","BA-1669484-2023","Clutch Towing Inc","09/22/2025","No Consumer Response - NCR",,,,"504","REMSEN AVE",,,"BROOKLYN","11236","Brooklyn"
"071504-2025-CMPL","08/20/2025","311","Other","Storage Battery Sold or Leased Without Safety Certification","BA-1744402-2025","Fly Wing E-bike","09/10/2025","Referred","Other",,,"5002","97TH PL",,,"CORONA","11368","Queens"
